27279906	Gordana Vunjak-Novakovic	1. Department of Biomedical Engineering, Columbia University, New York, New York 10032, USA;			Recapitulating the Size and Cargo of Tumor Exosomes in a Tissue-Engineered Model.	Theranostics	2016	There is a growing interest in the pivotal role of exosomes in cancer and in their use as biomarkers. However, despite the importance of the microenvironment for cancer initiation and progression, monolayer cultures of tumor cells still represent the main in vitro source of exosomes. As a result, their environmental regulation remains largely unknown. Here, we report a three-dimensional tumor model for studying exosomes, using Ewing's sarcoma type 1 as a clinically relevant example. The bioengineered model was designed based on the hypothesis that the 3-dimensionality, composition and stiffness of the tumor matrix are the critical determinants of the size and cargo of exosomes released by the cancer cells. We analyzed the effects of the tumor microenvironment on exosomes, and the effects of exosomes on the non-cancer cells from the bone niche. Exosomes from the tissue-engineered tumor had similar size distribution as those in the patients' plasma, and were markedly smaller than those in monolayer cultures. Bioengineered tumors and the patients' plasma contained high levels of the Polycomb histone methyltransferase EZH2 mRNA relatively to their monolayer counterparts. Notably, EZH2 mRNA, a potential tumor biomarker detectable in blood plasma, could be transferred to the surrounding mesenchymal stem cells. This study provides the first evidence that an in vitro culture environment can recapitulate some properties of tumor exosomes.	PMC4893640
27379194	Donald F Sellitti	Department of Medicine, Divisions of Endocrinology and Nephrology, Uniformed Services University of the Health Sciences, Bethesda, MD 20814-4799, USA.			FRTL-5 Rat Thyroid Cells Release Thyroglobulin Sequestered in Exosomes: A Possible Novel Mechanism for Thyroglobulin Processing in the Thyroid.	J Thyroid Res	2016	Exosomes are 30-100 nm, membrane-bound vesicles containing specific cellular proteins, mRNAs, and microRNAs that take part in intercellular communication between cells. A possible role for exosomes in thyroid function has not been fully explored. In the present study, FRTL-5 rat thyroid cells were grown to confluence and received medium containing either thyroid stimulating hormone (TSH), exogenous bovine thyroglobulin (bTg), or neither additive for 24 or 48 hours followed by collection of spent medium and ultracentrifugation to isolate small vesicles. Transmission electron microscopy and Western blotting for CD9 indicated the presence of exosomes. Western blotting of exosome extract using a monoclonal anti-Tg antibody revealed a Tg-positive band at ~330 kDa (the expected size of monomeric Tg) with a higher density in TSH-treated cells compared to that in untreated cells. These results are the first to show that normal thyroid cells in culture produce exosomes containing undegraded Tg.	PMC4917686
27462462	Yingxian Li	State Key Laboratory of Space Medicine Fundamentals and Application, China Astronaut Research and Training Center , Beijing, China.			Osteoclast-derived microRNA-containing exosomes selectively inhibit osteoblast activity.	Cell Discov	2016	MicroRNAs have an important role in bone homeostasis. However, the detailed mechanism of microRNA-mediated intercellular communication between bone cells remains elusive. Here, we report that osteoclasts secrete microRNA-enriched exosomes, by which miR-214 is transferred into osteoblasts to inhibit their function. In a coculture system, inhibition of exosome formation and secretion prevented miR-214 transportation. Exosomes specifically recognized osteoblasts through the interaction between ephrinA2 and EphA2. In osteoclast-specific miR-214 transgenic mice, exosomes were secreted into the serum, and miR-214 and ephrinA2 levels were elevated. Therefore, these exosomes have an inhibitory role in osteoblast activity. miR-214 and ephrinA2 levels in serum exosomes from osteoporotic patients and mice were upregulated substantially. These exosomes may significantly inhibit osteoblast activity. Inhibition of exosome secretion via Rab27a small interfering RNA prevented ovariectomized-induced osteoblast dysfunction in vivo. Taken together, these findings suggest that exosome-mediated transfer of microRNA plays an important role in the regulation of osteoblast activity. Circulating miR-214 in exosomes not only represents a biomarker for bone loss but could selectively regulate osteoblast function.	PMC4886818
27537259	Robert B Nussenblatt	Laboratory of Immunology, National Eye Institute, National Institutes of Health, Bethesda, Maryland, United States.			Modulation of Immune Responses by Extracellular Vesicles From Retinal Pigment Epithelium.	Invest Ophthalmol Vis Sci	2016	PURPOSE: Extracellular vesicles (EV), such as exosomes, are important mediators of intercellular communication and have been implicated in modulation of the immune system. We investigated if EV released from retinal pigment epithelium (RPE) modulate immune responses in vitro. METHODS: Extracellular vesicles were isolated from ARPE-19 cultures stimulated or not with the inflammatory cytokines IL-1β, IFN-γ, and TNF-α. Isolated EV were characterized by nanoparticle flow and Western blot analyses. Retinal pigment epithelium-derived EV were cultured with human peripheral blood mononuclear cells, which were assayed for T-cell proliferation by 3H-thymidine incorporation. Retinal pigment epithelium-derived EV were also independently cultured with enriched lymphocytes or monocytes. Cell phenotype and cell death were evaluated by flow cytometric analysis. Cytokine levels were assayed in culture supernatants by multiplex bead analysis. RESULTS: The concentration of ARPE-derived EV from cytokine-stimulated cultures was slightly higher than from nonstimulated cultures. The size of EV was approximately 100 nm in both groups. Extracellular vesicles from both nonstimulated and cytokine-stimulated ARPE-19 significantly inhibited T-cell proliferation without affecting T-cell viability. Culture of EV from nonstimulated ARPE-19 with undifferentiated human monocytes induced an immunoregulatory phenotype with a significantly higher percentage of CD14++CD16+ monocytes and upregulation of TGF-β1. Culture of EV from cytokine-stimulated ARPE-19 cells with human monocytes induced upregulation of several proinflammatory cytokines and monocyte death. CONCLUSIONS: Retinal pigment epithelium cells constitutively secrete EV in the size range of exosomes, with increased release from RPE cells stimulated with inflammatory cytokines. Extracellular vesicles from both nonstimulated and cytokine-stimulated RPE inhibited T-cell stimulation. Extracellular vesicles from nonstimulated ARPE-19 cells promoted an immunoregulatory CD14++CD16+ phenotype in human monocytes, while EV from cytokine-stimulated ARPE-19 cells caused human monocyte death. These findings suggest that RPE cells use EV to induce a downregulatory immune environment under homeostatic conditions. In an inflammatory milieu, RPE-derived EV may mitigate a potentially harmful inflammatory response through killing of monocytes.	PMC4991022
27637291	V Kralj-Iglič	Laboratory of Clinical Biophysics, Faculty of Health Sciences, University of Ljubljana, Zdravstvena pot 5, SI-1000 Ljubljana, Slovenia. Electronic address: .	veronika.kralj-iglic@fe.uni-lj.si		A study of extracellular vesicle concentration in active diabetic Charcot neuroarthropathy.	Eur J Pharm Sci	2017	It was the aim of this work to determine whether the plasma concentration of extracellular vesicles (EVs) in active diabetic Charcot neuroarthropathy (CN) is connected to the inflammatory markers, temperature elevation in the affected foot and concentration of soluble receptor for advanced glycation end products (RAGE). EVs were isolated from peripheral blood of 35 patients with active CN. EVs were counted after repetitive centrifugation and washing of samples, by flow cytometry. Foot temperature was measured by infrared thermometer. Concentration of soluble receptor for advanced glycation end products (RAGE) was determined by enzyme-linked immunosorbent assay (ELISA). We found statistically significant correlations of EV concentration (but not soluble RAGE concentration) with C-Reactive Protein (CRP) and with temperature difference between the affected and the contralateral foot (r=0.40, p=0.032; r=0.89, p<10-8, respectively). We provide evidence that the concentration of EVs is related to elevation of markers of inflammation (CRP and foot temperature difference) in acute Diabetic CN. EV-based markers could be considered as a potential aid in early diagnosis of CN.	
27708120	Patrick Provost	University of Quebec Hospital Center Research Center/University of Laval Hospital Center, Department of Microbiology-Infectious Disease and Immunity and Faculty of Medicine, and .	patrick.provost@crchudequebec.ulaval.ca		Commercial Dairy Cow Milk microRNAs Resist Digestion under Simulated Gastrointestinal Tract Conditions.	J Nutr	2016	BACKGROUND: MicroRNAs are small, gene-regulatory noncoding RNA species present in large amounts in milk, where they seem to be protected against degradative conditions, presumably because of their association with exosomes. OBJECTIVE: We monitored the relative stability of commercial dairy cow milk microRNAs during digestion and examined their associations with extracellular vesicles (EVs). METHODS: We used a computer-controlled, in vitro, gastrointestinal model TNO intestinal model-1 (TIM-1) and analyzed, by quantitative polymerase chain reaction, the concentration of 2 microRNAs within gastrointestinal tract compartments at different points in time. EVs within TIM-1 digested and nondigested samples were studied by immunoblotting, dynamic light scattering, quantitative polymerase chain reaction, and density measurements. RESULTS: A large quantity of dairy milk Bos taurus microRNA-223 (bta-miR-223) and bta-miR-125b (∼109-1010 copies/300 mL milk) withstood digestion under simulated gastrointestinal tract conditions, with the stomach causing the most important decrease in microRNA amounts. A large quantity of these 2 microRNAs (∼108-109 copies/300 mL milk) was detected in the upper small intestine compartments, which supports their potential bioaccessibility. A protocol optimized for the enrichment of dairy milk exosomes yielded a 100,000 × g pellet fraction that was positive for the exosomal markers tumor susceptibility gene-101 (TSG101), apoptosis-linked gene 2-interacting protein X (ALIX), and heat shock protein 70 (HSP70) and containing bta-miR-223 and bta-miR-125b. This approach, based on successive ultracentrifugation steps, also revealed the existence of ALIX-, HSP70-/low, and TSG101-/low EVs larger than exosomes and 2-6 times more enriched in bta-miR-223 and bta-miR-125b (P < 0.05). CONCLUSIONS: Our findings indicate that commercial dairy cow milk contains numerous microRNAs that can resist digestion and are associated mostly with ALIX-, HSP70-/low, and TSG101-/low EVs. Our results support the existence of interspecies transfer of microRNAs mediated by milk consumption and challenge our current view of exosomes as the sole carriers of milk-derived microRNAs.	
27826922	Rahul Bhome	Cancer Sciences, University of Southampton, Somers Building, Tremona Road, Southampton, SO16 6YD, UK. .; University Surgical Unit, Southampton General Hospital, Tremona Road, Southampton, SO16 6YD, UK. .	r.bhome@soton.ac.uk		Profiling the MicroRNA Payload of Exosomes Derived from Ex Vivo Primary Colorectal Fibroblasts.	Methods Mol Biol	2017	The tumor microenvironment is a heterogeneous and dynamic network that exists between cancer and stroma, playing a critical role in cancer progression. Certain tumorigenic signals such as microRNAs are derived from the stroma and conveyed to cancer cells (and vice versa) in nanoparticles called exosomes. Their identification and characterization is an important step in better understanding cellular cross talk and its consequences. To this end we describe how to culture primary ex vivo derived fibroblasts from colorectal tissue, isolate their exosomes, extract exosomal RNA and perform microRNA profiling.	PMC5757798
27905554	Kimikazu Hamano	Department of Surgery and Clinical Sciences, Yamaguchi University Graduate School of Medicine, Ube, Japan.			Increased plasma VEGF levels following ischemic preconditioning are associated with downregulation of miRNA-762 and miR-3072-5p.	Sci Rep	2016	Ischemic preconditioning (IPC) has protective effects against ischemia-perfusion injury of organs. In the present study, we investigated the associated mechanisms after performing remote IPC (rIPC) of lower limbs by clamping abdominal aorta in mice. Subsequent experiments showed decreased damage and paralysis of lower limbs following spinal cord injury (SCI). Concomitantly, plasma vascular endothelial growth factor (VEGF) levels were increased 24 h after rIPC compared with those in sham-operated animals. In subsequent microRNA analyses, thirteen microRNAs were downregulated in exosomes 24 h after rIPC. Further studies of femoral CD34-positive bone marrow (BM) cells confirmed downregulation of these seven microRNAs 24 h after rIPC compared with those in sham-operated controls. Subsequent algorithm-based database searches suggested that two of the seven microRNAs bind to the 3' UTR of VEGF mRNA, and following transfection into CD34-positive BM cells, anti-miR-762, and anti-miR-3072-5p inhibitors led to increased VEGF concentrations. The present data suggest that rIPC transiently increases plasma VEGF levels by downregulating miR-762 and miR-3072-5p in CD34-positive BM cells, leading to protection against organ ischemia.	PMC5131337
28000095	Feilong Hei	State Key Laboratory of Cardiovascular Disease, Fuwai Hospital, National Center for Cardiovascular Diseases, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, 100037, China. .	heifeilong@126.com		Exosomes from iPSCs Delivering siRNA Attenuate Intracellular Adhesion Molecule-1 Expression and Neutrophils Adhesion in Pulmonary Microvascular Endothelial Cells.	Inflammation	2017	The pro-inflammatory activation of pulmonary microvascular endothelial cells resulting in continuous expression of cellular adhesion molecules, and subsequently recruiting primed neutrophils to form a firm neutrophils-endothelium (PMN-EC) adhesion, has been examined and found to play a vital role in acute lung injury (ALI). RNA interference (RNAi) is a cellular process through harnessing a natural pathway silencing target gene based on recognition and subsequent degradation of specific mRNA sequences. It opens a promising approach for precision medicine. However, this application was hampered by many obstacles, such as immunogenicity, instability, toxicity problems, and difficulty in across the biological membrane. In this study, we reprogrammed urine exfoliated renal epithelial cells into human induced pluripotent stem cells (huiPSCs) and purified the exosomes (Exo) from huiPSCs as RNAi delivery system. Through choosing the episomal system to deliver transcription factors, we obtained a non-integrating huiPSCs. Experiments in both vitro and vivo demonstrated that these huiPSCs possess the pluripotent properties. The exosomes of huiPSCs isolated by differential centrifugation were visualized by transmission electron microscopy (TEM) showing a typical exosomal appearance with an average diameter of 122 nm. Immunoblotting confirmed the presence of the typical exosomal markers, including CD63, TSG 101, and Alix. Co-cultured PKH26-labeled exosomes with human primary pulmonary microvascular endothelial cells (HMVECs) confirmed that they could be internalized by recipient cells at a time-dependent manner. Then, electroporation was used to introduce siRNA against intercellular adhesion molecule-1 (ICAM-1) into exosomes to form an Exo/siRNA compound. The Exo/siRNA compound efficiently delivered the target siRNA into HMVECs causing selective gene silencing, inhibiting the ICAM-1 protein expression, and PMN-EC adhesion induced by lipopolysaccharide (LPS). These data suggest that huiPSCs exosomes could be used as a natural gene delivery vector to transport therapeutic siRNAs for alleviating inflammatory responses in recipient cells.	
28086931	Eva-Maria Mandelkow	German Center for Neurodegenerative Diseases (DZNE), Bonn, Germany. .; CAESAR Research Center, Bonn, Germany. .; MPI for Metabolism Research, Hamburg Outstation, c/o DESY, Hamburg, Germany. .	mandelkow@mpasmb.desy.de		The release and trans-synaptic transmission of Tau via exosomes.	Mol Neurodegener	2017	BACKGROUND: Tau pathology in AD spreads in a hierarchical pattern, whereby it first appears in the entorhinal cortex, then spreads to the hippocampus and later to the surrounding areas. Based on this sequential appearance, AD can be classified into six stages ("Braak stages"). The mechanisms and agents underlying the progression of Tau pathology are a matter of debate. Emerging evidence indicates that the propagation of Tau pathology may be due to the transmission of Tau protein, but the underlying pathways and Tau species are not well understood. In this study we investigated the question of Tau spreading via small extracellular vesicles called exosomes. METHODS: Exosomes from different sources were analyzed by biochemical methods and electron microscopy (EM) and cryo-EM. Microfluidic devices that allow the culture of cell populations in different compartments were used to investigate the spreading of Tau. RESULTS: We show that Tau protein is released by cultured primary neurons or by N2a cells overexpressing different Tau constructs via exosomes. Neuron-derived exosomal Tau is hypo-phosphorylated, compared with cytosolic Tau. Depolarization of neurons promotes release of Tau-containing exosomes, highlighting the importance of neuronal activity. Using microfluidic devices we show that exosomes mediate trans-neuronal transfer of Tau depending on synaptic connectivity. Tau spreading is achieved by direct transmission of exosomes between neurons. In organotypic hippocampal slices, Tau-containing exosomes in conditioned medium are taken up by neurons and microglia, not astrocytes. In N2a cells, Tau assemblies are released via exosomes. They can induce inclusions of other Tau molecules in N2a cells expressing mutant human Tau. We also studied exosomes from cerebrospinal fluid in AD and control subjects containing monomeric and oligomeric Tau. Split-luciferase complementation reveals that exosomes from CSF can promote Tau aggregation in cultured cells. CONCLUSION: Our study demonstrates that exosomes contribute to trans-synaptic Tau transmission, and thus offer new approches to control the spreading of pathology in AD and other tauopathies.	PMC5237256
28152544	Ajay P Singh	Department of Oncologic Sciences, Mitchell Cancer Institute, University of South Alabama, Mobile, AL, USA.; Department of Biochemistry and Molecular Biology, College of Medicine, University of South Alabama, Mobile, AL, USA.			Exosomes confer chemoresistance to pancreatic cancer cells by promoting ROS detoxification and miR-155-mediated suppression of key gemcitabine-metabolising enzyme, DCK.	Br J Cancer	2017	BACKGROUND: Chemoresistance is a significant clinical problem in pancreatic cancer (PC) and underlying molecular mechanisms still remain to be completely understood. Here we report a novel exosome-mediated mechanism of drug-induced acquired chemoresistance in PC cells. METHODS: Differential ultracentrifugation was performed to isolate extracellular vesicles (EVs) based on their size from vehicle- or gemcitabine-treated PC cells. Extracellular vesicles size and subtypes were determined by dynamic light scattering and marker profiling, respectively. Gene expression was examined by qRT-PCR and/or immunoblot analyses, and direct targeting of DCK by miR-155 was confirmed by dual-luciferase 3'-UTR reporter assay. Flow cytometry was performed to examine the apoptosis indices and reactive oxygen species (ROS) levels in PC cells using specific dyes. Cell viability was determined using the WST-1 assay. RESULTS: Conditioned media (CM) from gemcitabine-treated PC cells (Gem-CM) provided significant chemoprotection to subsequent gemcitabine toxicity and most of the chemoresistance conferred by Gem-CM resulted from its EVs fraction. Sub-fractionation grouped EVs into distinct subtypes based on size distribution and marker profiles, and exosome (Gem-Exo) was the only sub-fraction that imparted chemoresistance. Gene expression analyses demonstrated upregulation of SOD2 and CAT (ROS-detoxifying genes), and downregulation of DCK (gemcitabine-metabolising gene) in Gem-Exo-treated cells. SOD/CAT upregulation resulted, at least in part, from exosome-mediated transfer of their transcripts and they suppressed basal and gemcitabine-induced ROS production, and partly promoted chemoresistance. DCK downregulation occurred through exosome-delivered miR-155 and either the functional suppression of miR-155 or restoration of DCK led to marked abrogation of Gem-Exo-mediated chemoresistance. CONCLUSIONS: Together, these findings establish a novel role of exosomes in mediating the acquired chemoresistance of PC.	PMC5344296
28236854	Goffredo Orazio Arena	Cancer Research Program, McGill University Health Centre-Research Institute, 1001 Decarie Boulevard, Montreal, Quebec H4A 3J1, Canada; Department of Surgery, McGill University, St. Mary Hospital, 3830 Lacombe Avenue, Montreal, Quebec H3T 1M5, Canada. Electronic address: .	goffredo.arena@mcgill.ca		Transfer of malignant traits as opposed to migration of cells: A novel concept to explain metastatic disease.	Med Hypotheses	2017	Metastatic disease is believed to develop following dissemination of cells to target organs. Inability of this theory to effectively explain certain phenomena such as patterns of metastatic spread, late metastasis formation, different gene patterns between primary cancer and metastasis have brought forward the need for alternative models. Recent discoveries have strengthened the validity of theories supporting a humoral transfer of malignant traits as opposed to migration of malignant cells to explain metastatic disease in cancer patients. In light of this new evidence, we would like to highlight a model that offers a new perspective to explain cancer metastasis. In the system that we theorize, genetic material released by cancer cells would travel, either free or packed in exosomes, through the blood. Target cells located in organs deriving from the same embryological layer might uptake this genetic material due to expression of specific receptors. Interplay with the immune system would determine the fate of these oncofactors and would regulate their ability to circulate in the blood, integrate in the genome and be transcribed. We also hypothesize that the expression of cell membrane receptors such as integrins, to which cancer exosomes ligate might be mediated by inherited or acquired oncosuppressor mutations.	
28321582	Baorong Zhang	Department of Neurology, Second Affiliated Hospital, Zhejiang University School of Medicine, 88 Jiefang Road, Hangzhou, 310009, China. .	brzhang@zju.edu.cn		Exosomes Secreted from HEK293-APP Swe/Ind Cells Impair the Hippocampal Neurogenesis.	Neurotox Res	2017	This study aimed to investigate the neurotoxicity of exosomes to cultured neuroblastoma and neurons in vitro and to mature and newborn neurons in the hippocampus in vivo. Recent in vitro and in vivo studies have shown that exosomes, small membranous vesicles secreted from many cell types, contain pathogenic proteins including full-length amyloid precursor protein (flAPP) and amyloid precursor protein (APP) metabolites. However, the function of these exosomes in Alzheimer disease (AD) has not been much explored. In the present study, exosomes were harvested from the conditioned medium of HEK293-APP Swe/Ind cells and injected into the hippocampal dentate gyrus region via a stereotactic method to detect their effects on the neuronal survival in vivo. These exosomes containing pathogenic proteins showed high neurotoxicity and could impair neurogenesis in the hippocampus. The data demonstrated that exosomes secreted from sick cells might damage neurogenesis and promote disease progression in AD.	
28376875	Johannes Gebert	Department of Applied Tumor Biology, Institute of Pathology, University Hospital Heidelberg, Im Neuenheimer Feld 224, 69120, Heidelberg, Germany. .; Department of Cancer Early Detection, German Cancer Research Centre (DKFZ), Im Neuenheimer Feld 224, 69120, Heidelberg, Germany. .	johannes.gebert@med.uni-heidelberg.de		TGFBR2-dependent alterations of exosomal cargo and functions in DNA mismatch repair-deficient HCT116 colorectal cancer cells.	Cell Commun Signal	2017	BACKGROUND: Colorectal cancers (CRCs) that lack DNA mismatch repair function exhibit the microsatellite unstable (MSI) phenotype and are characterized by the accumulation of frameshift mutations at short repetitive DNA sequences (microsatellites). These tumors recurrently show inactivating frameshift mutations in the tumor suppressor Transforming Growth Factor Beta Receptor Type 2 (TGFBR2) thereby abrogating downstream signaling. How altered TGFBR2 signaling affects exosome-mediated communication between MSI tumor cells and their environment has not been resolved. Here, we report on molecular alterations of exosomes shed by MSI cells and the biological response evoked in recipient cells. METHODS: Exosomes were isolated and characterized by electron microscopy, nanoparticle tracking, and western blot analysis. TGFBR2-dependent effects on the cargo and functions of exosomes were studied in a MSI CRC model cell line enabling reconstituted and inducible TGFBR2 expression and signaling. Microsatellite frameshift mutations in exosomal and cellular DNA were examined by PCR-based DNA fragment analysis and exosomal protein profiles were identified by mass spectrometry. Uptake of fluorescent-labeled exosomes by hepatoma recipient cells was monitored by confocal microscopy. TGFBR2-dependent exosomal effects on secreted cytokine levels of recipient cells were analyzed by Luminex technology and ELISA. RESULTS: Frameshift mutation patterns in microsatellite stretches of TGFBR2 and other MSI target genes were found to be reflected in the cargo of MSI CRC-derived exosomes. At the proteome level, reconstituted TGFBR2 expression and signaling uncovered two protein subsets exclusively occurring in exosomes derived from TGFBR2-deficient (14 proteins) or TGFBR2-proficient (five proteins) MSI donor cells. Uptake of these exosomes by recipient cells caused increased secretion (2-6 fold) of specific cytokines (Interleukin-4, Stem Cell Factor, Platelet-derived Growth Factor-B), depending on the TGFBR2 expression status of the tumor cell. CONCLUSION: Our results indicate that the coding MSI phenotype of DNA mismatch repair-deficient CRC cells is maintained in their exosomal DNA. Moreover, we uncovered that a recurrent MSI tumor driver mutation like TGFBR2 can reprogram the protein content of MSI cell-derived exosomes and in turn modulate the cytokine secretion profile of recipient cells. Apart from its diagnostic potential, these TGFBR2-dependent exosomal molecular and proteomic signatures might help to understand the signaling routes used by MSI tumors. Fricke et al. uncovered coding microsatellite instability-associated mutations of colorectal tumor driver genes like TGFBR2 in MSI tumor cellderived exosomes. Depending on the TGFBR2 expression status of their donor cells, shed exosomes show distinct proteomic signatures and promote altered cytokine secretion profiles in recipient cells.	PMC5379773
28436447	ShuQi Wang	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, First Affiliated Hospital, College of Medicine, Zhejiang University, Hangzhou, Zhejiang Province, 310003, China.; Collaborative Innovation Center for Diagnosis and Treatment of Infectious Diseases, Hangzhou, Zhejiang Province, 310003, China.; Institute for Translational Medicine, Zhejiang University, Hangzhou, Zhejiang Province, 310029, China.; Bio-Acoustic MEMS in Medicine (BAMM) Laboratory, Canary Center at Stanford for Cancer Early Detection, Department of Radiology, Stanford University, School of Medicine, Palo Alto, CA 94304 USA.			An integrated double-filtration microfluidic device for isolation, enrichment and quantification of urinary extracellular vesicles for detection of bladder cancer.	Sci Rep	2017	Extracellular vesicles (EVs), including exosomes and microvesicles, are present in a variety of bodily fluids, and the concentration of these sub-cellular vesicles and their associated biomarkers (proteins, nucleic acids, and lipids) can be used to aid clinical diagnosis. Although ultracentrifugation is commonly used for isolation of EVs, it is highly time-consuming, labor-intensive and instrument-dependent for both research laboratories and clinical settings. Here, we developed an integrated double-filtration microfluidic device that isolated and enriched EVs with a size range of 30-200 nm from urine, and subsequently quantified the EVs via a microchip ELISA. Our results showed that the concentration of urinary EVs was significantly elevated in bladder cancer patients (n = 16) compared to healthy controls (n = 8). Receiver operating characteristic (ROC) analysis demonstrated that this integrated EV double-filtration device had a sensitivity of 81.3% at a specificity of 90% (16 bladder cancer patients and 8 healthy controls). Thus, this integrated device has great potential to be used in conjunction with urine cytology and cystoscopy to improve clinical diagnosis of bladder cancer in clinics and at point-of-care (POC) settings.	PMC5402302
28499455	Esmaeil Mortaz	Clinical Tuberculosis and Epidemiology Research Center, National Research Institute of Tuberculosis and Lung Diseases (NRITLD), Shahid Beheshti University of Medical Sciences, Tehran, Iran. .; Division of Pharmacology, Utrecht Institute for Pharmaceutical Sciences, Faculty of Science, Utrecht University, Utrecht, Netherlands. .; Department of Immunology, Faculty of Medicine, Shahid Beheshti University of Medical Sciences, Tehran, Iran. .	e.mortaz@uu.nl		Bovis Bacillus Calmette-Guerin (BCG) infection induces exosomal miRNA release by human macrophages.	J Transl Med	2017	BACKGROUND: Tuberculosis (TB) remains a significant global health concern and its diagnosis is challenging due to the limitations in the specificity and sensitivity of the current diagnostic tests. Exosomes are bioactive 30-100 nm vesicles produced by most cell types and are found in almost all human body fluids. Exosomal microRNAs (miRNAs) can transfer biological information between cells and tissues and may act as potential biomarkers in many diseases. In this pilot study, we assessed the miRNA profile of exosomes released from human monocyte-derived macrophages upon infection with Mycobacterium bovis Bacillus Calmette-Guerin (BCG). METHODS: Human monocytes were obtained from the peripheral blood of three healthy subjects and driven to a monocyte-derived macrophage (MDM) phenotype using standard protocols. MDMs were infected with BCG or left uninfected as control. 72 h post-infection, exosomes were collected from the cell culture medium, RNA was isolated and RNA-seq performed. The raw reads were filtered to eliminate adaptor and primer sequences and the sequences were run against the mature human miRNA sequences available in miRBase. MicroRNAs were identified using an E value <0.01. miRNA network analysis was performed using the DIANA miRNA tool, miRDB and functional KEGG pathway analysis. RESULTS: Infection of MDMs with BCG leads to the release of several exosomal miRNAs. These included miR-1224, -1293, -425, -4467, -4732, -484, -5094, -6848-6849, -4488 and -96 all of which were predicted to target metabolism and energy production-related pathways. CONCLUSIONS: This study provides evidence for the release of specific exosomal miRNAs from BCG-infected MDMs. These exosomal miRNAs reflect host-pathogen interaction and subversion of host metabolic processes following infection.	PMC5427544
28592924	Xipeng Wang	Department of gynaecology and obstetrics, Xinhua Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China.			Suppression of endothelial cell migration by tumor associated macrophage-derived exosomes is reversed by epithelial ovarian cancer exosomal lncRNA.	Cancer Cell Int	2017	OBJECTIVE: To study the mechanism by which epithelial ovarian cancer (EOC)-derived exosomes restore the migration of endothelial cells that is suppressed by TAM-derived exosomes. METHODS: Exosomes were isolated from TAMs in the ascites of patients with EOC. The effect of exosomes on the expression of endothelial cell miRNA was monitored by PCR. The miRNA mimics were transfected to explore their effects. Microarray data and literature searches were used to predict target genes and the impact of target gene pathways, and small interfering RNA was used to target these genes. We used migration assays to determine whether ovarian cancer cell-derived exosomes participate in the regulation of TAMs and endothelial cells. We used microarray data to identify the target lncRNA, and we constructed target lncRNA expression plasmids to validate targets by Western blotting. RESULTS: We separated TAMs from the ascites of patients with EOC and isolated exosomes from TAM supernatants. After co-culture with HUVECs, these exosomes were efficiently incorporated into HUVECs. The migration of HUVECs was suppressed significantly in the exosome group compared with blank controls (P < 0.05).The miRNA mimic transfection and target gene prediction found that TAM-derived exosomes targeted the miR-146b-5p/TRAF6/NF-κB/MMP2 pathway to suppress endothelial cell migration; this result was supported by PCR and Western blotting analyses. The expression of exosomal miR-146b-5p isolated from serum in the EOC group was significantly increased compared to healthy individuals. Finally, TAM-derived exosomes and EOC SKOV3-derived exosomes in combination stimulated HUVEC cells and overcame the inhibition of endothelial cell migration caused by TAM-derived exosomes. Two lncRNAs that were carried by SKOV3-derived exosomes were identified as NF-κB pathway-associated genes by Western blotting. CONCLUSION: TAM-derived exosomes can inhibit the migration of endothelial cells by targeting the miR-146b-5p/TRAF6/NF-kB/MMP2 pathway. However, EOC-derived exosomes can transfer lncRNAs to remotely reverse this effect of TAMs on endothelial cells.	PMC5461704
28643872	Michael F Smith	Division of Animal Sciences, University of Missouri, Columbia, Missouri.			Circulating microRNA as candidates for early embryonic viability in cattle.	Mol Reprod Dev	2017	Blood-borne extracellular vesicles (i.e., exosomes and microvesicles) carrying microRNAs (miRNAs) could make excellent biomarkers of disease and different physiologic states, including pregnancy status. We tested the hypothesis that circulating extracellular vesicle-derived miRNAs might differentiate the pregnancy status of cows that had maintained pregnancy to Day 30 from non-pregnant cows or from those that exhibited embryonic mortality between Days 17 and 30 of gestation. Cows were randomly assigned for artificial insemination with fertile semen (n = 36) or dead semen (n = 8; control group) on Day 0 (day of estrus). Blood was collected from all animals on Day 0 and on Days 17 and 24 after artificial insemination. Cows receiving live sperm were retrospectively classified as pregnant on Day 30 (n = 17) or exhibiting embryonic mortality between Days 17 and 30 (n = 19). Extracellular vesicles from Day 17 and 24 samples were isolated from serum using ultra-centrifugation, and their presence was confirmed by nanoparticle tracking and Western blot analyses (for CD81) prior to RNA extraction. MicroRNA sequencing was performed on pregnant, embryonic-mortality, and control cows (n = 4 per day), for a total of 24 independent reactions. In total, 214 miRNAs were identified in serum, 40 of which were novel. Based on differential abundance parameters, we identified 32 differentially abundant loci, representing 27 differentially abundant mature miRNA. At Days 17 and 24, specific miRNAs (e.g., miR-25, -16b, and -3596) were identified that differentiated the pregnancy status. In summary, we identified several circulating extracellular vesicles derived miRNAs that differ in abundance between embryonic mortality and pregnant cows.	PMC5580359
